SET courses,SET courses-href,courses list,courses list-href,pre_req,Assumed Knowledge,course description,course code,level,Incompatible,Units,course name,Term,Locations
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 2107 - Statistics & Numerical Methods IINorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/110042/1/sem-2/,MATHS 1012 and (ENG 1002 or ENG 1003 or COMP SCI 1012 or COMP SCI 1101 or COMP SCI 1102 or COMP SCI 1201 or MECH ENG 1100 or MECH ENG 1102 or MECH ENG 1103 or MECH ENG 1104 or MECH ENG 1105 or C&ENVENG 1012),null,"Statistics and data analysis are an essential part of a modern engineer's toolkit. So are numerical methods for solving a variety of mathematical problems that arise in engineering practice. The course provides an introduction to probability and statistics; inference for population means, multiple population means and categorical variables; and linear regression. The course also covers interpolation methods, numerical integration, linear systems and factorisations, iterative solutions of linear and nonlinear systems, and numerical methods in ordinary differential equations. Applications in engineering are emphasised throughout.",MATHS 2107,Undergraduate,"ECON 1008, MATHS 2104, STATS 1000, STATS 1004, STATS 1005, STATS 1504",3,Statistics & Numerical Methods II,Semester 2,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 2106 - Differential Equations for Engineers IINorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/110041/1/sem-1/,MATHS 1012,Basic Matlab programming skills such as would be obtained from ENG 1002 or ENG 1003 or COMP SCI 1012 or COMP SCI 1101 or COMP SCI 1102 or COMP SCI 1201 or MECH ENG 1100 or MECH ENG 1102 or MECH ENG 1103 or MECH ENG 1104 or MECH ENG 1105 or C&ENVENG 1012,"Mathematical models are used to understand, predict and optimise engineering

systems. Many of these systems are deterministic and are modelled using differential equations. This course provides an introduction to differential equations and their applications in engineering. The following topics are covered: Linear ordinary differential equations of second and higher order, series solutions, Fourier series, Laplace transforms, partial differential equations, Fourier transforms.",MATHS 2106,Undergraduate,"MATHS 2102, MATHS 2201",3,Differential Equations for Engineers II,Semester 1,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 2104 - Numerical Methods IINorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/104838/1/sem-2/,MATHS 1012 and (COMP SCI 1012 or COMP SCI 1101 or COMP SCI 1102 or COMP SCI 1201 or ENG 1002 or ENG 1003 or MECH ENG 1100 or MECH ENG 1102 or MECH ENG 1103 or MECH ENG 1104 or MECH ENG 1105 or C&ENVENG 1012).,MATHS 2102 or MATHS 2201 or MATHS 2106,"To explore complex systems, physicists, engineers, financiers and mathematicians require computational methods since mathematical models are only rarely solvable algebraically.  Numerical methods, based upon sound computational mathematics, are the basic algorithms underpinning computer predictions in modern systems science. Such methods include techniques for simple optimisation, interpolation from the known to the unknown, linear algebra underlying systems of equations, ordinary differential equations to simulate systems, and stochastic simulation under random influences.



Topics covered are:  the mathematical and computational foundations of the numerical approximation and solution of scientific problems; simple optimisation; vectorisation; clustering; polynomial and spline interpolation; pattern recognition; integration and differentiation; solution of large scale systems of linear and nonlinear equations; modelling and solution with sparse equations; explicit schemes to solve ordinary differential equations; random numbers; stochastic system simulation.",MATHS 2104,Undergraduate,MATHS 2107,3,Numerical Methods II,Semester 2,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 2103 - Probability & Statistics IINorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/104837/1/sem-1/,MATHS 1012 or MATHS 1004,null,"Probability theory is the branch of mathematics that deals with modelling uncertainty. It is important because of its direct application in areas such as genetics, finance and telecommunications. It also forms the fundamental basis for many other areas in the mathematical sciences including statistics, modern optimisation methods and risk modelling. This course provides an introduction to probability theory, random variables and Markov processes. 



Topics covered are: probability axioms, conditional probability; Bayes' theorem; discrete random variables, moments, bounding probabilities, probability generating functions, standard discrete distributions; continuous random variables, uniform, normal, Cauchy, exponential, gamma and chi-square distributions, transformations, the Poisson process; bivariate distributions, marginal and conditional distributions, independence, covariance and correlation, linear combinations of two random variables, bivariate normal distribution; sequences of independent random variables, the weak law of large numbers, the central limit theorem; definition and properties of a Markov chain and probability transition matrices; methods for solving equilibrium equations, absorbing Markov chains.",MATHS 2103,Undergraduate,null,3,Probability & Statistics II,Semester 1,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 2102 - Differential Equations IINorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/104834/1/sem-1/,MATHS 1012,null,"Most ""real life"" systems that are described mathematically, be they physical, biological, financial or economic, are described by means of differential equations. Our ability to predict the way in which these systems evolve or behave is determined by our ability to model these systems and find solutions of the equations explicitly or approximately. Every application and differential equation presents its own challenges, but there are various classes of differential equations, and for some of these there are established approaches and methods for solving them. 

 

Topics covered are: first order ordinary differential equations (ODEs), higher order ODEs, systems of ODEs, series solutions of ODEs, interpretation of solutions, Fourier analysis and solution of linear partial differential equations using the method of separation of variables.",MATHS 2102,Undergraduate,"MATHS 2201, MATHS 2106",3,Differential Equations II,Semester 1,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 2101 - Multivariable & Complex Calculus IINorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/104833/1/sem-1/,MATHS 1012,null,"The mathematics required to describe most ""real life"" systems involves functions of more than one variable, so the differential and integral calculus developed in a first course in Calculus must be extended to functions of more variables.  In this course, the key results of one-variable calculus are extended to higher dimensions: differentiation, integration, and the link between them provided by the Fundamental Theorem of Calculus are all generalised.  The machinery developed can be applied to another generalisation of one-variable Calculus, namely to complex calculus, and the course also provides an introduction to this subject. The material covered in this course forms the basis for mathematical analysis and application across an extremely broad range of areas, essential for anyone studying the hard sciences, engineering, or mathematical economics/finance.



Topics covered are: introduction to multivariable calculus; differentiation of scalar- and vector-valued functions; higher-order derivatives, extrema, Lagrange multipliers and the implicit function theorem; integration over regions, volumes, paths and surfaces; Green's, Stokes' and Gauss's theorems; differential forms; curvilinear coordinates; an introduction to complex numbers and functions; complex differentiation; complex integration and Cauchy's theorems; and conformal mappings.",MATHS 2101,Undergraduate,"MATHS 2202, ELEC ENG 2106",3,Multivariable & Complex Calculus II,Semester 1,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 2100 - Real Analysis IINorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/104831/1/sem-2/,MATHS 1012,null,"Much of mathematics relies on our ability to be able to solve equations, if not in explicit exact forms, then at least in being able to establish the existence of solutions. To do this requires a knowledge of so-called ""analysis"", which in many respects is just Calculus in very general settings. The foundations for this work are commenced in Real Analysis, a course that develops this basic material in a systematic and rigorous manner in the context of real-valued functions of a real variable. Topics covered include: Basic set theory. The real numbers and their basic properties. Sequences: convergence, subsequences, Cauchy sequences. Open, closed, and compact sets of real numbers. Continuous functions and uniform continuity. The Riemann integral. Differentiation and Mean Value theorems. The Fundamental Theorem of Calculus. Series. Power series and Taylor series. Convergence of sequences and series of functions.",MATHS 2100,Undergraduate,null,3,Real Analysis II,Semester 2,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1015 - Advanced Mathematical Perspectives INorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/107264/1/sem-1/,null,null,"The aim of this course is to develop foundational research skills in the mathematical sciences. It will be taught as three small group workshops per week and assessed through guided discovery projects. Students will be required to participate proactively in the  small groups workshops and by involvement in open-ended problems, independent reading and completion of the guided discovery projects.",MATHS 1015,Undergraduate,null,3,Advanced Mathematical Perspectives I,Semester 1,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1013 - Mathematics IMNorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/013617/1/sem-1/,"At least a C- in SACE Stage 2 Mathematical Methods; or IB Mathematics: at least 3 in applications and interpretations HL, or 4 in analysis and approaches SL",null,"This course provides the necessary additional mathematics to prepare students for MATHS 1011 Mathematics IA. This course develops logical thinking and problem solving skills with an emphasis on applications. Topics covered are: mathematical notation, mathematical induction, complex numbers, functions (composition, inverse, graphing), vectors and parametric curves, integration techniques, rates of change and differential equations.",MATHS 1013,Undergraduate,"ECON 1005, ECON 1010, MATHS 1009, MATHS 1010",3,Mathematics IM,Semester 1,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1013 - Mathematics IMNorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/013617/1/sem-2/,"At least a C- in SACE Stage 2 Mathematical Methods; or IB Mathematics: at least 3 in applications and interpretations HL, or 4 in analysis and approaches SL",null,"This course provides the necessary additional mathematics to prepare students for MATHS 1011 Mathematics IA. This course develops logical thinking and problem solving skills with an emphasis on applications. Topics covered are: mathematical notation, mathematical induction, complex numbers, functions (composition, inverse, graphing), vectors and parametric curves, integration techniques, rates of change and differential equations.",MATHS 1013,Undergraduate,"ECON 1005, ECON 1010, MATHS 1009, MATHS 1010",3,Mathematics IM,Semester 2,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1012 - Mathematics IBNorth Terrace Campus | Summer | 2023,https://www.adelaide.edu.au/course-outlines/009786/2/summer/,MATHS 1011,null,"This course, together with MATHS 1011 Mathematics IA, provides an introduction to the basic concepts and techniques of calculus and linear algebra, emphasising their inter-relationships and applications to engineering, the sciences and financial areas, introduces students to the use of computers in mathematics, and develops problem solving skills with both theoretical and practical problems. 



Topics covered are: Calculus: Differential equations, sequences and series, power series, calculus in two variables. Algebra: Subspaces, rank theorem, linear transformations, orthogonality, eigenvalues and eigenvectors, applications of linear algebra.",MATHS 1012,Undergraduate,"ECON 1005, ECON 1010, MATHS 1004, MATHS 1009, MATHS 1010",3,Mathematics IB,Summer,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1012 - Mathematics IBNorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/009786/2/sem-1/,MATHS 1011,null,"This course, together with MATHS 1011 Mathematics IA, provides an introduction to the basic concepts and techniques of calculus and linear algebra, emphasising their inter-relationships and applications to engineering, the sciences and financial areas, introduces students to the use of computers in mathematics, and develops problem solving skills with both theoretical and practical problems. 



Topics covered are: Calculus: Differential equations, sequences and series, power series, calculus in two variables. Algebra: Subspaces, rank theorem, linear transformations, orthogonality, eigenvalues and eigenvectors, applications of linear algebra.",MATHS 1012,Undergraduate,"ECON 1005, ECON 1010, MATHS 1004, MATHS 1009, MATHS 1010",3,Mathematics IB,Semester 1,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1012 - Mathematics IBNorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/009786/2/sem-2/,MATHS 1011,null,"This course, together with MATHS 1011 Mathematics IA, provides an introduction to the basic concepts and techniques of calculus and linear algebra, emphasising their inter-relationships and applications to engineering, the sciences and financial areas, introduces students to the use of computers in mathematics, and develops problem solving skills with both theoretical and practical problems. 



Topics covered are: Calculus: Differential equations, sequences and series, power series, calculus in two variables. Algebra: Subspaces, rank theorem, linear transformations, orthogonality, eigenvalues and eigenvectors, applications of linear algebra.",MATHS 1012,Undergraduate,"ECON 1005, ECON 1010, MATHS 1004, MATHS 1009, MATHS 1010",3,Mathematics IB,Semester 2,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1011 - Mathematics IANorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/019786/1/sem-1/,At least a C- in both SACE Stage 2 Mathematical Methods and SACE Stage 2 Specialist Mathematics; or at least 3 in IB Mathematics: analysis and approaches HL; or MATHS 1013.,At least B in both SACE Stage 2 Mathematical Methods and SACE Stage 2 Specialist Mathematics. Students who have not achieved this standard are strongly advised to take MATHS 1013 before attempting MATHS 1011.,"This course, together with MATHS 1012 Mathematics IB, provides an introduction to the basic concepts and techniques of calculus and linear algebra, emphasising their inter-relationships and applications to engineering, the sciences and financial areas, introduces students to the use of computers in mathematics, and develops problem solving skills with both theoretical and practical problems. 



Topics covered are - Calculus: Functions of one variable, differentiation and its applications, the definite integral, techniques of integration. Algebra: Systems of linear equations, subspaces, matrices, optimisation, determinants, applications of linear algebra.",MATHS 1011,Undergraduate,"ECON 1005, ECON 1010, MATHS 1009, MATHS 1010",3,Mathematics IA,Semester 1,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1011 - Mathematics IANorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/019786/1/sem-2/,At least a C- in both SACE Stage 2 Mathematical Methods and SACE Stage 2 Specialist Mathematics; or at least 3 in IB Mathematics: analysis and approaches HL; or MATHS 1013.,At least B in both SACE Stage 2 Mathematical Methods and SACE Stage 2 Specialist Mathematics. Students who have not achieved this standard are strongly advised to take MATHS 1013 before attempting MATHS 1011.,"This course, together with MATHS 1012 Mathematics IB, provides an introduction to the basic concepts and techniques of calculus and linear algebra, emphasising their inter-relationships and applications to engineering, the sciences and financial areas, introduces students to the use of computers in mathematics, and develops problem solving skills with both theoretical and practical problems. 



Topics covered are - Calculus: Functions of one variable, differentiation and its applications, the definite integral, techniques of integration. Algebra: Systems of linear equations, subspaces, matrices, optimisation, determinants, applications of linear algebra.",MATHS 1011,Undergraduate,"ECON 1005, ECON 1010, MATHS 1009, MATHS 1010",3,Mathematics IA,Semester 2,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1010 - Applications of Quantitative Methods in Finance INorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/101976/1/sem-2/,MATHS 1009,null,"Together with MATHS 1009 Introduction to Financial Mathematics I, this course provides an introduction to the basic mathematical concepts and techniques used in finance and business, highlighting the inter-relationships of the mathematics and developing problem solving skills with a particular emphasis on financial and business applications.



Topics covered are: differential and integral calculus with applications; separable differential equations; functions of two real variables; Lagrange multipliers; sample spaces, conditional probability; an introduction to Markov chains; probability distributions (binomial, normal) and expected value.",MATHS 1010,Undergraduate,"ECON 1005, ECON 1010, MATHS 1004, MATHS 1011, MATHS 1012, MATHS 1013",3,Applications of Quantitative Methods in Finance I,Semester 2,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1009 - Introduction to Financial Mathematics INorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/101975/1/sem-1/,null,"At least C- in SACE Stage 2 Mathematical Methods; or IB Mathematics: at least 3 in applications and interpretations HL, or 4 in analysis and approaches SL","Together with MATHS 1010 Applications of Quantitative Methods in Finance I, this course provides an introduction to the basic mathematical concepts and techniques used in finance and business, highlighting the inter-relationships of the mathematics and developing problem solving skills with a particular emphasis on financial and business applications.



Topics covered are: polynomial, exponential and logarithmic functions; limits, sequences, interest rates and annuities; linear equations, matrices and determinants; Leontief economic models; optimisation (linear programming).",MATHS 1009,Undergraduate,"ECON 1005, ECON 1010, MATHS 1011, MATHS 1012, MATHS 1013",3,Introduction to Financial Mathematics I,Semester 1,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1006 - Data Taming & PredictionNorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/110779/1/sem-2/,null,null,"This course is a practical introduction to the practice of wrangling, finding relationships in, and making predictions from, messy datasets using statistical methods. The course introduces the principle of tidy data, types of data and data formats, exploratory data analysis, data transformation, as well as model fitting and prediction using statistical machine learning tools. A focus will be to introduce R programming for data science applications, particularly through real-world case studies.",MATHS 1006,Undergraduate,null,3,Data Taming & Prediction,Semester 2,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1005 - Critical Evaluation in Data ScienceNorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/110011/1/sem-1/,null,null,"In an increasingly data-centric world, a working understanding of data analytics and quantitative methods is essential, for all members of society. When presented with claims in the media that are accompanied by statistics, diagrams, and outputs from technologies like artificial intelligence and machine learning, how can we learn to separate useful information from pseudoscience? In other words, how can we learn to not be fooled by statistics? 

The aim of this course is to improve students' data literacy, through a largely non-technical introduction to some of the foundational concepts in statistical thinking. The course will teach students from all backgrounds how to interpret and critically appraise claims made by machine learning and quantitative data science methods, and understand both the possibilities and pitfalls of these emerging sciences. It assumes no technical background and is taught largely through case studies of applications of data science outside of academia. 

The course teaches some fundamental quantitative methods for dealing with and interpreting data, as well as visualisation techniques using computer software tools such as Tableau. 

Topics include: how to translate mathematical jargon into understandable language; measuring and talking about uncertainty using probability; how to easily make clear charts and data visualisations; demystifying fundamental statistical ideas (correlation versus causation, distinguishing between significant and important results); explaining and predicting with statistical models; the ethics of data science.",MATHS 1005,Undergraduate,null,3,Critical Evaluation in Data Science,Semester 1,North Terrace Campus
"Mathematical Sciences
MATHS",https://www.adelaide.edu.au/course-outlines/ug/maths/,MATHS 1004 - Mathematics for Data Science INorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/109685/1/sem-2/,At least a C- in SACE Stage 2 Mathematical Methods or IB Mathematics: at least 3 in Applications and Interpretations HL; or 4 in Analysis and Approaches SL,null,"Data science is one of the highest-paying graduate jobs, for those with the relevant mathematical training. This course introduces fundamental mathematical concepts relevant to data and computer science and provides a basis for further study in data science, statistics and cybersecurity. Topics covered are probability: sets, counting, probability axioms, Bayes theorem; optimisation and calculus: differentiation, integration, series approximations, gradient descent; linear algebra: vectors and matrices, matrix algebra, vector spaces. The course draws connections between each of these fundamental mathematical concepts and modern data science applications, and introduces Python programming for data wrangling, algorithms, and visualisation.  ?",MATHS 1004,Undergraduate,"MATHS 1008, MATHS 1010, MATHS 1012",3,Mathematics for Data Science I,Semester 2,North Terrace Campus
"Horticulture
HORTICUL",https://www.adelaide.edu.au/course-outlines/ug/horticul/,HORTICUL 4060BWT - Honours Horticulture Project Pt 2Waite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/108437/1/sem-2/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,HORTICUL 4060BWT,Undergraduate,"HORTICUL 4003AWT/BWT, HORTICUL 4020AWT/BWT",18,Honours Horticulture Project Pt 2,Semester 2,Waite Campus
"Horticulture
HORTICUL",https://www.adelaide.edu.au/course-outlines/ug/horticul/,HORTICUL 4060BWT - Honours Horticulture Project Pt 2Waite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/108437/1/sem-1/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,HORTICUL 4060BWT,Undergraduate,"HORTICUL 4003AWT/BWT, HORTICUL 4020AWT/BWT",18,Honours Horticulture Project Pt 2,Semester 1,Waite Campus
"Horticulture
HORTICUL",https://www.adelaide.edu.au/course-outlines/ug/horticul/,HORTICUL 4060AWT - Honours Horticulture Project Pt 1Waite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/108436/1/sem-1/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,HORTICUL 4060AWT,Undergraduate,"HORTICUL 4003AWT/BWT, HORTICUL 4020AWT/BWT",null,Honours Horticulture Project Pt 1,Semester 1,Waite Campus
"Horticulture
HORTICUL",https://www.adelaide.edu.au/course-outlines/ug/horticul/,HORTICUL 4060AWT - Honours Horticulture Project Pt 1Waite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/108436/1/sem-2/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,HORTICUL 4060AWT,Undergraduate,"HORTICUL 4003AWT/BWT, HORTICUL 4020AWT/BWT",null,Honours Horticulture Project Pt 1,Semester 2,Waite Campus
"Horticulture
HORTICUL",https://www.adelaide.edu.au/course-outlines/ug/horticul/,HORTICUL 4050BWT - Advanced Horticulture (Hons) Pt 2Waite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/108435/1/sem-2/,HORTICUL 4050AWT in previous Semester,null,"This modular course covers a range of advanced topics in Horticulture, the methods of presentation and assessment of which vary according to module.",HORTICUL 4050BWT,Undergraduate,"HORTICUL 4003AWT/BWT, HORTICUL 4010AWT/BWT",6,Advanced Horticulture (Hons) Pt 2,Semester 2,Waite Campus
"Horticulture
HORTICUL",https://www.adelaide.edu.au/course-outlines/ug/horticul/,HORTICUL 4050BWT - Advanced Horticulture (Hons) Pt 2Waite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/108435/1/sem-1/,HORTICUL 4050AWT in previous Semester,null,"This modular course covers a range of advanced topics in Horticulture, the methods of presentation and assessment of which vary according to module.",HORTICUL 4050BWT,Undergraduate,"HORTICUL 4003AWT/BWT, HORTICUL 4010AWT/BWT",6,Advanced Horticulture (Hons) Pt 2,Semester 1,Waite Campus
"Horticulture
HORTICUL",https://www.adelaide.edu.au/course-outlines/ug/horticul/,HORTICUL 4050AWT - Advanced Horticulture (Hons) Pt 1Waite Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/108434/1/sem-1/,null,null,"This modular course covers a range of advanced topics in Horticulture, the methods of presentation and assessment of which vary according to module.",HORTICUL 4050AWT,Undergraduate,"HORTICUL 4003AWT/BWT, HORTICUL 4010AWT/BWT",null,Advanced Horticulture (Hons) Pt 1,Semester 1,Waite Campus
"Horticulture
HORTICUL",https://www.adelaide.edu.au/course-outlines/ug/horticul/,HORTICUL 4050AWT - Advanced Horticulture (Hons) Pt 1Waite Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/108434/1/sem-2/,null,null,"This modular course covers a range of advanced topics in Horticulture, the methods of presentation and assessment of which vary according to module.",HORTICUL 4050AWT,Undergraduate,"HORTICUL 4003AWT/BWT, HORTICUL 4010AWT/BWT",null,Advanced Horticulture (Hons) Pt 1,Semester 2,Waite Campus
"Geology
GEOLOGY",https://www.adelaide.edu.au/course-outlines/ug/geology/,GEOLOGY 4180B - Honours Geophysics Project (T/Y) FinalNorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/111065/1/sem-2/,null,null,"This course forms part of the honours program in Geology. It consists of independent research, guided by a supervisor. This course equips honours students with a knowledge of research process as well as a wide range of field and/or laboratory skills and project management.",GEOLOGY 4180B,Undergraduate,"GEOLOGY 4130, GEOLOGY 4140",15,Honours Geophysics Project (T/Y) Final,Semester 2,North Terrace Campus
"Geology
GEOLOGY",https://www.adelaide.edu.au/course-outlines/ug/geology/,GEOLOGY 4180A - Honours Geophysics Project (T/Y) ContinuingNorth Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/111064/1/sem-2/,null,null,"This course forms part of the honours program in Geology. It consists of independent research, guided by a supervisor. This course equips honours students with a knowledge of research process as well as a wide range of field and/or laboratory skills and project management.",GEOLOGY 4180A,Undergraduate,"GEOLOGY 4130, GEOLOGY 4140",null,Honours Geophysics Project (T/Y) Continuing,Semester 2,North Terrace Campus
"Geology
GEOLOGY",https://www.adelaide.edu.au/course-outlines/ug/geology/,GEOLOGY 4180A - Honours Geophysics Project (T/Y) ContinuingNorth Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/111064/1/sem-1/,null,null,"This course forms part of the honours program in Geology. It consists of independent research, guided by a supervisor. This course equips honours students with a knowledge of research process as well as a wide range of field and/or laboratory skills and project management.",GEOLOGY 4180A,Undergraduate,"GEOLOGY 4130, GEOLOGY 4140",null,Honours Geophysics Project (T/Y) Continuing,Semester 1,North Terrace Campus
"Geology
GEOLOGY",https://www.adelaide.edu.au/course-outlines/ug/geology/,GEOLOGY 4170B - Honours Geophysics Project Pt 2North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/111063/1/sem-2/,null,null,This research project is selected at the start of the Honours year following consultation with the Honours Coordinator and depends on availability of research supervisors in any particular year.,GEOLOGY 4170B,Undergraduate,"GEOLOGY 4130, GEOLOGY 4140",15,Honours Geophysics Project Pt 2,Semester 2,North Terrace Campus
"Geology
GEOLOGY",https://www.adelaide.edu.au/course-outlines/ug/geology/,GEOLOGY 4170A - Honours Geophysics Project Pt 1North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/111062/1/sem-2/,null,null,"This course forms part of the honours program in Geology. It consists of independent research, guided by a supervisor. This course equips honours students with a knowledge of research process as well as a wide range of field and/or laboratory skills and project management.",GEOLOGY 4170A,Undergraduate,"GEOLOGY 4130, GEOLOGY 4140",null,Honours Geophysics Project Pt 1,Semester 2,North Terrace Campus
"Geology
GEOLOGY",https://www.adelaide.edu.au/course-outlines/ug/geology/,GEOLOGY 4170A - Honours Geophysics Project Pt 1North Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/111062/1/sem-1/,null,null,"This course forms part of the honours program in Geology. It consists of independent research, guided by a supervisor. This course equips honours students with a knowledge of research process as well as a wide range of field and/or laboratory skills and project management.",GEOLOGY 4170A,Undergraduate,"GEOLOGY 4130, GEOLOGY 4140",null,Honours Geophysics Project Pt 1,Semester 1,North Terrace Campus
"Geology
GEOLOGY",https://www.adelaide.edu.au/course-outlines/ug/geology/,GEOLOGY 4160B - Advanced Geophysics (Hons) Pt 2North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/111061/1/sem-2/,null,null,"This course forms part of the honours program in Geophysics. It consists of research, writing and presentation tasks towards your major research project, short courses, geophysics short course and a major field camp to New Zealand. This course equips honours students with a wide range of skills for graduate employment programs or further postgraduate research.",GEOLOGY 4160B,Undergraduate,"GEOLOGY 4130, GEOLOGY 4140",9,Advanced Geophysics (Hons) Pt 2,Semester 2,North Terrace Campus
"Geology
GEOLOGY",https://www.adelaide.edu.au/course-outlines/ug/geology/,GEOLOGY 4160A - Advanced Geophysics (Hons) Pt 1North Terrace Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/111060/1/sem-1/,null,null,"This course forms part of the honours program in Geophysics. It consists of research, writing and presentation tasks towards your major research project, short courses, geophysics short course and a major field camp to New Zealand. This course equips honours students with a wide range of skills for graduate employment programs or further postgraduate research.",GEOLOGY 4160A,Undergraduate,"GEOLOGY 4130, GEOLOGY 4140",null,Advanced Geophysics (Hons) Pt 1,Semester 1,North Terrace Campus
"Geology
GEOLOGY",https://www.adelaide.edu.au/course-outlines/ug/geology/,GEOLOGY 4160A - Advanced Geophysics (Hons) Pt 1North Terrace Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/111060/1/sem-2/,null,null,"This course forms part of the honours program in Geophysics. It consists of research, writing and presentation tasks towards your major research project, short courses, geophysics short course and a major field camp to New Zealand. This course equips honours students with a wide range of skills for graduate employment programs or further postgraduate research.",GEOLOGY 4160A,Undergraduate,"GEOLOGY 4130, GEOLOGY 4140",null,Advanced Geophysics (Hons) Pt 1,Semester 2,North Terrace Campus
