computer science,computer science-href,cs courses,cs courses-href,pre_req,Assumed Knowledge,course description,course id,location_time,level,Incompatible,Units
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2103 - Algorithm Design & Data Structures,https://www.adelaide.edu.au/course-outlines/107592/1/sem-2/,COMP SCI 1102 or COMP SCI 1202,,"The course is structured to take students from an introductory knowledge of C++ to a higher level, as well as addressing some key areas of computer programming and algorithm design. Topics include:  review of class hierarchies, inheritance, friends, polymorphism and type systems; recursion; OO design principles, abstract data types, testing and software reuse; introductory data structures: linked lists, stacks, queues, trees, heaps, graphs; algorithmic strategies for searching and sorting data in these structures; introductory complexity analysis.",COMP SCI 2103 - Algorithm Design & Data Structures,North Terrace Campus - Semester 2 - 2023,Undergraduate,"COMP SCI 1103, COMP SCI 1203, COMP SCI 2004, COMP SCI 2202, COMP SCI 2202B",3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2103 - Algorithm Design & Data Structures,https://www.adelaide.edu.au/course-outlines/107592/1/sem-1/,COMP SCI 1102 or COMP SCI 1202,,"The course is structured to take students from an introductory knowledge of C++ to a higher level, as well as addressing some key areas of computer programming and algorithm design. Topics include:  review of class hierarchies, inheritance, friends, polymorphism and type systems; recursion; OO design principles, abstract data types, testing and software reuse; introductory data structures: linked lists, stacks, queues, trees, heaps, graphs; algorithmic strategies for searching and sorting data in these structures; introductory complexity analysis.",COMP SCI 2103 - Algorithm Design & Data Structures,North Terrace Campus - Semester 1 - 2023,Undergraduate,"COMP SCI 1103, COMP SCI 1203, COMP SCI 2004, COMP SCI 2202, COMP SCI 2202B",3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2009MELB - Programming for IT SpecialistsMelbourne Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/110300/3/sem-2/,,,"Programming for IT Specialists builds on the programming knowledge developed in COMP SCI 1015 Introduction to Programming for IT Specialists to provide students with a solid coding foundation to undertake Information Technology work at the professional level. Students are introduced to other languages that are heavily used for systems works, including compiled, interpreted, and scripting languages, as well as the data structures and concepts vital to working in the systems area. Students will be introduced to key programming paradigms, such as object-oriented programming, event driven programming, and network programming. Students will develop working systems across a variety of platforms and will be assessed through programming assignments, weekly quizzes, project work, and a final examination. The course uses current technology and real examples to provide an authentic and useful development environment. While the majority of the course is assessed at the individual level, there are a number of group activities to build on the non-technical skills introduced in earlier courses.",COMP SCI 2009MELB - Programming for IT Specialists,Melbourne Campus - Semester 2 - 2023,Undergraduate,,3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2009MELB - Programming for IT SpecialistsMelbourne Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/110300/3/sem-1/,,,"Programming for IT Specialists builds on the programming knowledge developed in COMP SCI 1015 Introduction to Programming for IT Specialists to provide students with a solid coding foundation to undertake Information Technology work at the professional level. Students are introduced to other languages that are heavily used for systems works, including compiled, interpreted, and scripting languages, as well as the data structures and concepts vital to working in the systems area. Students will be introduced to key programming paradigms, such as object-oriented programming, event driven programming, and network programming. Students will develop working systems across a variety of platforms and will be assessed through programming assignments, weekly quizzes, project work, and a final examination. The course uses current technology and real examples to provide an authentic and useful development environment. While the majority of the course is assessed at the individual level, there are a number of group activities to build on the non-technical skills introduced in earlier courses.",COMP SCI 2009MELB - Programming for IT Specialists,Melbourne Campus - Semester 1 - 2023,Undergraduate,,3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2009 - Programming for IT Specialists,https://www.adelaide.edu.au/course-outlines/110300/1/sem-1/,COMP SCI 1015,,"Programming for IT Specialists builds on the programming knowledge developed in COMP SCI 1015 Introduction to Programming for IT Specialists to provide students with a solid coding foundation to undertake Information Technology work at the professional level. Students are introduced to other languages that are heavily used for systems works, including compiled, interpreted, and scripting languages, as well as the data structures and concepts vital to working in the systems area. Students will be introduced to key programming paradigms, such as object-oriented programming, event driven programming, and network programming. Students will develop working systems across a variety of platforms and will be assessed through programming assignments, weekly quizzes, project work, and a final examination. The course uses current technology and real examples to provide an authentic and useful development environment. While the majority of the course is assessed at the individual level, there are a number of group activities to build on the non-technical skills introduced in earlier courses.",COMP SCI 2009 - Programming for IT Specialists,North Terrace Campus - Semester 1 - 2023,Undergraduate,"COMP SCI 1102, COMP SCI 1202, COMP SCI 2202, COMP SCI 2202B",3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2009 - Programming for IT Specialists,https://www.adelaide.edu.au/course-outlines/110300/1/sem-2/,COMP SCI 1015,,"Programming for IT Specialists builds on the programming knowledge developed in COMP SCI 1015 Introduction to Programming for IT Specialists to provide students with a solid coding foundation to undertake Information Technology work at the professional level. Students are introduced to other languages that are heavily used for systems works, including compiled, interpreted, and scripting languages, as well as the data structures and concepts vital to working in the systems area. Students will be introduced to key programming paradigms, such as object-oriented programming, event driven programming, and network programming. Students will develop working systems across a variety of platforms and will be assessed through programming assignments, weekly quizzes, project work, and a final examination. The course uses current technology and real examples to provide an authentic and useful development environment. While the majority of the course is assessed at the individual level, there are a number of group activities to build on the non-technical skills introduced in earlier courses.",COMP SCI 2009 - Programming for IT Specialists,North Terrace Campus - Semester 2 - 2023,Undergraduate,"COMP SCI 1102, COMP SCI 1202, COMP SCI 2202, COMP SCI 2202B",3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2008 - Topics in Computer Science,https://www.adelaide.edu.au/course-outlines/106963/1/sem-1/,COMP SCI 1104,,Introduction to a specialised area of Computer Science. Topics include theoretical and applied aspects of Computer Science. Combines guided reading and research with a significant individual or group project component.,COMP SCI 2008 - Topics in Computer Science,North Terrace Campus - Semester 1 - 2023,Undergraduate,,6
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2008 - Topics in Computer Science,https://www.adelaide.edu.au/course-outlines/106963/1/sem-2/,COMP SCI 1104,,Introduction to a specialised area of Computer Science. Topics include theoretical and applied aspects of Computer Science. Combines guided reading and research with a significant individual or group project component.,COMP SCI 2008 - Topics in Computer Science,North Terrace Campus - Semester 2 - 2023,Undergraduate,,6
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2005 - Systems Programming,https://www.adelaide.edu.au/course-outlines/102482/1/sem-1/,"One of COMP SCI 1102, COMP SCI 1202, COMP SCI 2202, COMP SCI 2009 or COMP SCI 2202B",,"Introduction to C for C++ programmers. UNIX tools; design philosophy, command line options, combining programs using pipes and I/O redirection. File systems and memory. Profiling tools, binary tools, debugging tools. Basic shell scripting. Build tools. Signal and handling, synchronous and asynchronous I/O. Introduction to threads and concurrency. Timers and their uses.",COMP SCI 2005 - Systems Programming,North Terrace Campus - Semester 1 - 2023,Undergraduate,,3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2000MELB - Computer SystemsMelbourne Campus | Semester 2 | 2023,https://www.adelaide.edu.au/course-outlines/001956/4/sem-2/,,,"This course introduces the elements of computer systems from the level of basic hardware gates, through to compilers, languages and applications. The aim is to give an overview of the layered nature of computer systems and how the use of simple interfaces can make the design of complex and powerful systems possible. Topics covered include: digital logic, memory, processors, assembly language, virtual machines, recursive descent parsing, code generation and operating systems.",COMP SCI 2000MELB - Computer Systems,Melbourne Campus - Semester 2 - 2023,Undergraduate,,3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2000MELB - Computer SystemsMelbourne Campus | Semester 1 | 2023,https://www.adelaide.edu.au/course-outlines/001956/4/sem-1/,,,"This course introduces the elements of computer systems from the level of basic hardware gates, through to compilers, languages and applications. The aim is to give an overview of the layered nature of computer systems and how the use of simple interfaces can make the design of complex and powerful systems possible. Topics covered include: digital logic, memory, processors, assembly language, virtual machines, recursive descent parsing, code generation and operating systems.",COMP SCI 2000MELB - Computer Systems,Melbourne Campus - Semester 1 - 2023,Undergraduate,,3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2000 - Computer Systems,https://www.adelaide.edu.au/course-outlines/001956/2/sem-1/,"One of COMP SCI 1102, COMP SCI 1202, COMP SCI 2202 or COMP SCI 2202B or (Both of COMP SCI 1015 and COMP SCI 1013)",MATHS 1012 or MATHS 1004 or MATHS 1008,"This course introduces the elements of computer systems from the level of basic hardware gates, through to compilers, languages and applications. The aim is to give an overview of the layered nature of computer systems and how the use of simple interfaces can make the design of complex and powerful systems possible. Topics covered include: digital logic, memory, processors, assembly language, virtual machines, recursive descent parsing, code generation and operating systems.",COMP SCI 2000 - Computer Systems,North Terrace Campus - Semester 1 - 2023,Undergraduate,,3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 2000 - Computer Systems,https://www.adelaide.edu.au/course-outlines/001956/2/sem-2/,"One of COMP SCI 1102, COMP SCI 1202, COMP SCI 2202 or COMP SCI 2202B or (Both of COMP SCI 1015 and COMP SCI 1013)",MATHS 1012 or MATHS 1004 or MATHS 1008,"This course introduces the elements of computer systems from the level of basic hardware gates, through to compilers, languages and applications. The aim is to give an overview of the layered nature of computer systems and how the use of simple interfaces can make the design of complex and powerful systems possible. Topics covered include: digital logic, memory, processors, assembly language, virtual machines, recursive descent parsing, code generation and operating systems.",COMP SCI 2000 - Computer Systems,North Terrace Campus - Semester 2 - 2023,Undergraduate,,3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 1106 - Introduction to Software Engineering,https://www.adelaide.edu.au/course-outlines/108366/1/sem-2/,,,"This course provides a general introduction to software engineering. It introduces concepts such as software processes and agile methods, and essential software development activities, from initial specification through to system maintenance. Formalisms and tools to assist in software development are also presented, including common design patterns and UML notation. There is a focus on software testing, from unit testing to the testing of software releases. Project management , software security, professional software engineering practice, and IT governance will also be covered. Case studies provide practical examples for many of these concepts.",COMP SCI 1106 - Introduction to Software Engineering,North Terrace Campus - Semester 2 - 2023,Undergraduate,COMP SCI 2006,3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 1104 - Grand Challenges in Computer Science,https://www.adelaide.edu.au/course-outlines/106541/1/sem-2/,,"COMP SCI 1101, COMP SCI 1201, ENG 1002, ENG 1003, MECH ENG 1100, MECH ENG 1101, MECH ENG 1102, MECH ENG 1103, MECH ENG 1104 or MECH ENG 1105","This course provides an introduction to key research areas in Computer Science and the ""Grand Challenges"". Topics include AI, Algorithms, Distributed Systems, Networking, Data Mining and Hardware; scholarship and writing in the discipline, critical analysis and thinking skills.",COMP SCI 1104 - Grand Challenges in Computer Science,North Terrace Campus - Semester 2 - 2023,Undergraduate,,3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 1102 - Object Oriented Programming,https://www.adelaide.edu.au/course-outlines/105877/1/sem-2/,,"COMP SCI 1101, COMP SCI 1201, ENG 1002, MECH ENG 1100, MECH ENG 1101, MECH ENG 1102, MECH ENG 1103, MECH ENG 1104 or MECH ENG 1105; SACE Stage 1 Mathematics or equivalent","This course introduces object-oriented programming to students with a background in the procedural paradigm. The course begins with a brief review of statements, flow control and data types emphasising pointers,  array processing and structured data types. It then introduces  the object-oriented programming paradigm, focusing on encapsulation, inheritance, polymorphism and abstraction, with a gentle introduction to object-oriented analysis and design fundamentals.   Other topics include building 2D games using object-oriented programming, an overview of programming language principles and memory management.",COMP SCI 1102 - Object Oriented Programming,North Terrace Campus - Semester 2 - 2023,Undergraduate,"COMP SCI 2009, COMP SCI 1202, COMP SCI 2202, COMP SCI 2202B",3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 1102 - Object Oriented Programming,https://www.adelaide.edu.au/course-outlines/105877/1/sem-1/,,"COMP SCI 1101, COMP SCI 1201, ENG 1002, MECH ENG 1100, MECH ENG 1101, MECH ENG 1102, MECH ENG 1103, MECH ENG 1104 or MECH ENG 1105; SACE Stage 1 Mathematics or equivalent","This course introduces object-oriented programming to students with a background in the procedural paradigm. The course begins with a brief review of statements, flow control and data types emphasising pointers,  array processing and structured data types. It then introduces  the object-oriented programming paradigm, focusing on encapsulation, inheritance, polymorphism and abstraction, with a gentle introduction to object-oriented analysis and design fundamentals.   Other topics include building 2D games using object-oriented programming, an overview of programming language principles and memory management.",COMP SCI 1102 - Object Oriented Programming,North Terrace Campus - Semester 1 - 2023,Undergraduate,"COMP SCI 2009, COMP SCI 1202, COMP SCI 2202, COMP SCI 2202B",3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 1015 - Introduction to Applied Programming,https://www.adelaide.edu.au/course-outlines/110298/1/sem-2/,,,"This course is designed for students with no prior programming experience, who are enrolled in the Bachelor of Information Technology. The course introduces the fundamental concepts of procedural programming, with a focus on approaches to programming relevant for IT, including scripting languages. Topics include algorithms and problem solving, data types, control structures, functions, arrays, files, and the mechanics of running, testing, and debugging. The course also offers an introduction to the ethical, historical and social context of computing.",COMP SCI 1015 - Introduction to Applied Programming,North Terrace Campus - Semester 2 - 2023,Undergraduate,"COMP SCI 1008, COMP SCI 1101, COMP SCI 1201, COMP SCI 2202, COMP SCI 2202A, ENG 1002, ENG 1003",3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 1015 - Introduction to Applied Programming,https://www.adelaide.edu.au/course-outlines/110298/1/sem-1/,,,"This course is designed for students with no prior programming experience, who are enrolled in the Bachelor of Information Technology. The course introduces the fundamental concepts of procedural programming, with a focus on approaches to programming relevant for IT, including scripting languages. Topics include algorithms and problem solving, data types, control structures, functions, arrays, files, and the mechanics of running, testing, and debugging. The course also offers an introduction to the ethical, historical and social context of computing.",COMP SCI 1015 - Introduction to Applied Programming,North Terrace Campus - Semester 1 - 2023,Undergraduate,"COMP SCI 1008, COMP SCI 1101, COMP SCI 1201, COMP SCI 2202, COMP SCI 2202A, ENG 1002, ENG 1003",3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 1014 - Information Technology Project,https://www.adelaide.edu.au/course-outlines/110294/1/sem-2/,,"PROJMGNT 1001, COMP SCI 1015","This course is designed for students enrolled in the Bachelor of Information Technology. 

The course builds on earlier project management courses to provide a focus on IT project management, using two student-led projects. The course topics include project specification, IT specific methodologies, project 

 coping, analysis tools, human factors, logic, ethics, and presentation.",COMP SCI 1014 - Information Technology Project,North Terrace Campus - Semester 2 - 2023,Undergraduate,,3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,"COMP SCI 1013 - Introduction to Computer Systems, Networks and Security",https://www.adelaide.edu.au/course-outlines/110293/1/sem-2/,,"COMP SCI 1015, COMP SCI 1101, COMP SCI 1102 or ENG 1002","This course is designed for students enrolled in the Bachelor of Information Technology. This course provides a basis in the core IT skills of computer system organisation and design, applied computer networking, and fundamental concepts in computer and network security. The course covers computer architecture, low level machine representations, local area networking, wide area networking, cyber hygiene, cyber security, and ethical professional practice.","COMP SCI 1013 - Introduction to Computer Systems, Networks and Security",North Terrace Campus - Semester 2 - 2023,Undergraduate,,3
"Computer Science
COMP SCI",https://www.adelaide.edu.au/course-outlines/ug/comp-sci/,COMP SCI 1010 - Puzzle Based Learning,https://www.adelaide.edu.au/course-outlines/104852/1/sem-1/,,SACE level 2 Mathematical Methods,"The focus of this course is on getting students to think about framing and solving unstructured problems (those that are not encountered at the end of some textbook chapter). The general objective is to increase the student's mathematical awareness and problem-solving skills by discussing a variety of puzzles. The puzzle-based learning approach has a long tradition as the first mathematical puzzles were found in Sumerian texts that date back to around 2,500 BC The puzzles selected for the course satisfy most of the following criteria: a) Generality: educational puzzles explain some universal mathematical problem-solving principles;  b) Simplicity: educational puzzles are easy to state and easy to remember; c) Eureka factor: educational puzzles often frustrate the problem-solver! Eventually a Eureka! moment is reached. The Eureka factor also implies that educational puzzles often have elementary solutions that are not obvious; d) Entertainment factor: educational puzzles are very entertaining!



Such educational puzzles are used to illustrate basic concepts of critical thinking, mathematics, and problem-solving. The course presents some problem-solving rules and covers issues of understanding the problem and the role of intuition in problem-solving activities. Further, some mathematical problem-solving principles are discussed and elements of modelling, constraint-processing, optimization, probability, statistics, simulation, pattern recognition, and strategy are introduced.",COMP SCI 1010 - Puzzle Based Learning,North Terrace Campus - Semester 1 - 2023,Undergraduate,,3
